,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
4542,female,0,yes,yes,9,yes,no,fiber_optic,no,no,no,yes,no,no,month_to_month,yes,electronic_check,75.85,647.5,0
4543,female,0,yes,yes,24,yes,yes,dsl,yes,yes,yes,no,no,no,two_year,no,electronic_check,64.35,1558.65,0
4544,male,0,yes,yes,18,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,no,mailed_check,95.15,1779.95,1
4545,female,0,no,no,12,yes,yes,fiber_optic,yes,no,no,no,no,no,month_to_month,yes,electronic_check,78.95,927.35,1
4546,male,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,75.0,209.1,1
4547,female,0,no,no,19,yes,yes,fiber_optic,yes,yes,no,no,no,yes,month_to_month,yes,electronic_check,95.15,1789.25,1
4548,female,1,yes,no,7,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,84.55,646.85,1
4549,male,0,yes,yes,4,yes,no,dsl,no,no,no,yes,no,yes,month_to_month,no,credit_card_(automatic),61.45,229.55,1
4550,male,0,no,no,35,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,108.95,4025.5,0
4551,male,0,no,no,3,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,no,credit_card_(automatic),74.45,221.1,0
4552,male,0,yes,no,1,yes,no,fiber_optic,no,no,no,no,yes,yes,month_to_month,yes,electronic_check,90.75,90.75,1
4553,female,1,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,bank_transfer_(automatic),79.75,159.4,1
4554,male,0,yes,no,53,yes,yes,fiber_optic,yes,no,yes,no,no,yes,month_to_month,no,electronic_check,93.9,5029.2,1
4555,male,1,yes,no,21,yes,no,fiber_optic,no,no,yes,no,yes,no,month_to_month,no,bank_transfer_(automatic),86.55,1857.25,0
4556,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.4,19.4,1
4557,male,0,no,no,64,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),104.4,6692.65,0
4558,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),85.3,6129.2,0
4559,male,0,yes,yes,56,yes,no,fiber_optic,no,yes,yes,yes,no,no,one_year,yes,mailed_check,85.85,4793.8,0
4560,male,0,no,no,64,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.55,1240.15,0
4561,female,0,no,no,56,no,no_phone_service,dsl,yes,yes,yes,yes,no,no,two_year,no,bank_transfer_(automatic),45.05,2560.1,0
4562,female,0,no,yes,4,yes,yes,fiber_optic,no,no,yes,yes,no,no,month_to_month,yes,mailed_check,87.1,341.45,1
4563,male,0,no,no,48,yes,yes,fiber_optic,yes,no,no,yes,no,yes,month_to_month,yes,electronic_check,95.4,4445.3,0
4564,female,0,yes,yes,57,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,electronic_check,84.5,4845.4,0
4565,female,0,yes,no,57,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.9,1115.6,0
4566,female,0,no,no,34,yes,yes,dsl,yes,yes,no,yes,no,no,one_year,yes,mailed_check,64.4,2088.75,1
4567,female,0,no,yes,1,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,no,electronic_check,78.65,78.65,1
4568,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,mailed_check,70.75,70.75,1
4569,female,0,no,yes,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.4,84.75,0
4570,male,0,yes,yes,39,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.2,987.95,0
4571,female,0,yes,yes,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),118.75,8672.45,0
4572,female,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,two_year,yes,credit_card_(automatic),79.85,4861.45,0
4573,female,0,no,no,68,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.6,1441.65,0
4574,male,0,no,no,6,yes,no,dsl,yes,no,yes,yes,yes,yes,month_to_month,no,credit_card_(automatic),78.65,483.3,0
4575,female,1,yes,yes,28,no,no_phone_service,dsl,no,yes,no,no,no,yes,one_year,yes,electronic_check,39.1,1096.6,0
4576,male,0,no,yes,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,electronic_check,24.75,24.75,1
4577,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.65,19.65,1
4578,male,0,no,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.45,136.75,0
4579,female,0,no,no,39,yes,no,dsl,no,yes,no,no,yes,no,one_year,yes,credit_card_(automatic),58.6,2224.5,0
4580,female,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,electronic_check,19.75,19.75,0
4581,female,0,yes,no,1,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,yes,mailed_check,53.55,53.55,0
4582,female,0,yes,no,67,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),86.15,5883.85,0
4583,female,1,yes,no,67,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,yes,credit_card_(automatic),107.05,7142.5,0
4584,male,0,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month_to_month,yes,bank_transfer_(automatic),48.65,235.2,0
4585,female,0,yes,no,9,yes,no,dsl,no,yes,no,no,no,no,month_to_month,no,mailed_check,50.85,466.6,0
4586,male,0,yes,yes,12,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.7,258.35,0
4587,female,0,no,no,18,yes,yes,fiber_optic,no,no,no,yes,no,yes,month_to_month,yes,electronic_check,90.1,1612.75,1
4588,female,0,yes,yes,19,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.6,485.9,0
4589,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,one_year,no,mailed_check,56.1,946.95,0
4590,female,0,yes,yes,2,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,mailed_check,30.25,63.75,0
4591,female,0,yes,yes,3,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,69.55,200.2,0
4592,male,0,no,no,7,yes,no,fiber_optic,yes,no,no,no,no,no,month_to_month,no,mailed_check,74.35,533.6,0
4593,male,0,yes,yes,70,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.4,1782.05,0
4594,male,0,yes,no,54,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,month_to_month,no,electronic_check,109.55,6118.95,0
4595,female,0,yes,yes,13,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.45,254.5,0
4596,male,1,yes,no,13,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),70.45,849.1,0
4597,male,0,no,no,23,yes,no,dsl,no,no,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),64.9,1509.8,0
4598,male,0,yes,yes,12,no,no_phone_service,dsl,no,yes,no,yes,no,no,month_to_month,no,mailed_check,35.5,432.25,0
4599,female,0,yes,no,23,yes,no,dsl,yes,no,yes,yes,no,yes,one_year,yes,bank_transfer_(automatic),68.75,1689.45,0
4600,female,0,no,no,3,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),74.4,215.8,1
4601,male,0,yes,no,13,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,credit_card_(automatic),102.25,1359.0,1
4602,female,1,yes,no,71,yes,no,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),109.7,7904.25,0
4603,female,1,yes,no,68,yes,yes,fiber_optic,no,yes,no,no,no,yes,month_to_month,yes,bank_transfer_(automatic),89.6,6127.6,1
4604,male,0,yes,no,52,no,no_phone_service,dsl,yes,no,no,no,no,yes,month_to_month,yes,electronic_check,39.9,2020.9,0
4605,female,0,no,no,9,yes,yes,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,83.3,803.3,1
4606,male,0,no,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.35,324.8,0
4607,male,0,no,no,34,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month_to_month,yes,electronic_check,105.35,3540.65,0
4608,male,0,yes,yes,33,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.45,600.25,0
4609,female,0,no,no,13,no,no_phone_service,dsl,yes,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),30.85,394.1,0
4610,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,no,yes,no,two_year,yes,credit_card_(automatic),70.65,5011.15,0
4611,female,1,yes,no,11,yes,no,fiber_optic,no,no,no,yes,yes,no,month_to_month,yes,electronic_check,82.9,880.05,0
4612,female,1,no,no,2,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,no,mailed_check,81.5,162.55,0
4613,female,0,no,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,one_year,no,mailed_check,25.85,25.85,0
4614,female,0,yes,yes,41,no,no_phone_service,dsl,yes,no,yes,no,no,no,one_year,no,credit_card_(automatic),35.4,1412.4,0
4615,male,0,no,no,35,yes,no,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),102.35,3626.1,1
4616,male,0,no,no,37,yes,yes,fiber_optic,no,no,no,yes,yes,yes,month_to_month,no,bank_transfer_(automatic),98.8,3475.55,1
4617,female,0,no,no,47,yes,yes,dsl,yes,yes,no,yes,no,yes,two_year,no,mailed_check,74.05,3496.3,0
4618,female,0,no,no,17,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.0,1144.5,1
4619,male,0,yes,yes,64,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,24.8,1514.85,0
4620,female,1,no,no,36,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),74.9,2659.45,0
4621,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,credit_card_(automatic),19.75,19.75,0
4622,female,0,yes,yes,53,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,month_to_month,yes,bank_transfer_(automatic),108.25,5935.1,0
4623,female,0,no,yes,43,yes,no,fiber_optic,yes,yes,no,yes,yes,yes,one_year,yes,credit_card_(automatic),106.0,4532.3,0
4624,female,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),88.0,6161.9,0
4625,female,0,no,no,32,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,one_year,yes,bank_transfer_(automatic),109.55,3608.0,0
4626,male,0,no,no,4,yes,no,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,81.0,340.85,1
4627,female,0,no,yes,16,yes,yes,fiber_optic,no,no,no,yes,no,no,one_year,yes,credit_card_(automatic),79.5,1264.2,0
4628,female,1,no,no,15,yes,yes,dsl,no,no,no,yes,no,no,month_to_month,no,credit_card_(automatic),55.0,757.1,1
4629,female,0,no,no,5,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.5,104.3,0
4630,male,0,no,yes,68,yes,yes,dsl,yes,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),86.5,5882.75,0
4631,female,1,yes,no,46,yes,yes,fiber_optic,no,no,no,yes,yes,yes,one_year,no,electronic_check,100.25,4753.85,0
4632,male,0,no,no,67,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),19.95,1311.75,0
4633,male,0,yes,yes,70,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,106.15,7475.1,0
4634,female,0,yes,yes,37,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month_to_month,yes,electronic_check,95.15,3532.85,0
4635,female,1,no,no,2,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,mailed_check,75.45,158.4,1
4636,male,0,yes,yes,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.85,1188.25,0
4637,female,0,yes,yes,70,yes,no,dsl,yes,yes,yes,yes,no,yes,one_year,no,credit_card_(automatic),74.1,5222.3,0
4638,female,1,no,no,4,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,no,electronic_check,72.75,317.75,0
4639,male,1,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,71.65,71.65,1
4640,male,0,yes,yes,7,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.65,150.0,0
4641,male,0,no,no,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),20.15,130.5,0
4642,female,0,yes,no,57,no,no_phone_service,dsl,yes,no,yes,yes,no,yes,month_to_month,yes,bank_transfer_(automatic),49.9,2782.4,0
4643,male,0,no,no,45,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,month_to_month,yes,credit_card_(automatic),108.45,4964.7,0
4644,female,0,no,no,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,one_year,no,credit_card_(automatic),115.55,8127.6,1
4645,female,1,yes,yes,28,no,no_phone_service,dsl,no,no,no,no,yes,no,month_to_month,yes,electronic_check,35.9,973.65,0
4646,female,0,no,no,20,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,no,credit_card_(automatic),24.9,505.95,0
4647,male,1,no,no,30,yes,yes,dsl,no,no,yes,yes,yes,no,two_year,yes,credit_card_(automatic),69.1,2093.9,0
4648,male,0,yes,no,27,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,yes,electronic_check,53.8,1389.85,0
4649,female,1,no,no,56,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,one_year,yes,electronic_check,111.95,6418.9,1
4650,male,1,yes,yes,68,yes,yes,fiber_optic,no,yes,yes,no,no,no,month_to_month,yes,electronic_check,84.65,5683.6,0
4651,female,0,no,no,22,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,20.05,470.2,0
4652,female,0,no,yes,15,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,bank_transfer_(automatic),69.0,994.8,1
4653,female,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,24.55,1750.7,0
4654,male,1,yes,no,43,yes,yes,fiber_optic,no,yes,no,yes,yes,no,month_to_month,yes,electronic_check,94.3,3953.15,0
4655,male,1,yes,yes,58,yes,yes,fiber_optic,yes,yes,no,yes,no,no,one_year,yes,bank_transfer_(automatic),89.85,5125.75,0
4656,female,0,yes,yes,3,no,no_phone_service,dsl,no,no,no,yes,no,no,month_to_month,yes,mailed_check,31.0,95.05,1
4657,female,0,no,no,28,yes,yes,dsl,yes,no,yes,no,no,no,one_year,no,mailed_check,59.0,1654.45,0
4658,female,0,yes,yes,10,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month_to_month,yes,electronic_check,100.25,1064.65,1
4659,female,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,70.25,70.25,1
4660,female,0,no,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.45,527.35,0
4661,male,1,no,no,26,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),19.3,504.2,0
4662,female,1,no,no,8,yes,no,fiber_optic,no,no,yes,no,yes,yes,month_to_month,yes,electronic_check,92.1,729.95,1
4663,male,1,yes,no,64,yes,yes,fiber_optic,no,no,yes,yes,yes,yes,two_year,no,electronic_check,102.1,6538.45,0
4664,male,0,yes,yes,20,yes,no,dsl,no,no,yes,no,no,no,month_to_month,yes,electronic_check,49.6,939.8,0
4665,female,0,no,no,4,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,electronic_check,23.9,97.5,0
4666,male,0,no,no,18,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.65,411.25,0
4667,male,0,yes,yes,46,yes,no,dsl,yes,no,yes,yes,yes,yes,two_year,no,mailed_check,81.0,3846.35,0
4668,male,0,yes,no,1,no,no_phone_service,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,23.45,23.45,1
4669,male,0,no,yes,43,no,no_phone_service,dsl,yes,yes,yes,no,no,no,month_to_month,yes,electronic_check,40.45,1912.85,0
4670,female,0,no,no,62,yes,no,dsl,yes,no,no,yes,no,yes,two_year,yes,mailed_check,65.1,3846.75,0
4671,male,0,no,no,40,no,no_phone_service,dsl,no,yes,no,yes,no,no,one_year,no,credit_card_(automatic),36.0,1382.9,0
4672,male,0,no,no,10,yes,yes,fiber_optic,no,yes,yes,no,no,yes,month_to_month,yes,electronic_check,95.25,1021.55,0
4673,female,0,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,yes,no,yes,one_year,yes,credit_card_(automatic),107.0,6152.3,0
4674,male,0,no,yes,13,yes,no,dsl,no,no,no,no,no,no,month_to_month,no,mailed_check,44.0,659.35,0
4675,female,0,yes,no,44,yes,no,dsl,yes,yes,yes,no,no,no,one_year,yes,mailed_check,61.5,2722.2,0
4676,female,1,no,no,55,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,electronic_check,100.15,5409.75,0
4677,male,1,yes,no,52,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,month_to_month,yes,electronic_check,104.2,5568.35,1
4678,female,1,yes,no,53,yes,no,fiber_optic,no,yes,yes,yes,yes,no,one_year,yes,electronic_check,94.0,4871.45,0
4679,female,1,no,no,66,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,no,bank_transfer_(automatic),108.1,7238.6,0
4680,male,0,yes,yes,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),24.75,1715.1,0
4681,female,0,yes,no,49,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),20.15,973.35,0
4682,male,1,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month_to_month,yes,mailed_check,50.15,50.15,1
4683,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),46.6,87.9,0
4684,male,0,no,yes,60,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.95,1189.9,0
4685,female,0,no,no,28,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,no,electronic_check,56.05,1522.65,0
4686,male,1,yes,no,63,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,two_year,no,credit_card_(automatic),108.5,6991.9,0
4687,male,0,no,yes,6,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.55,128.6,0
4688,male,0,yes,yes,67,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,111.3,7482.1,1
4689,female,1,yes,no,5,yes,yes,fiber_optic,no,no,no,no,no,no,month_to_month,yes,electronic_check,74.35,334.8,1
4690,male,1,no,no,51,yes,yes,fiber_optic,no,yes,no,no,no,no,one_year,yes,bank_transfer_(automatic),79.6,3974.7,0
4691,male,0,yes,yes,25,yes,no,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,electronic_check,75.5,1901.05,0
4692,male,0,no,no,33,no,no_phone_service,dsl,no,yes,no,no,yes,no,one_year,yes,electronic_check,39.1,1309.0,0
4693,female,0,yes,yes,59,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.5,1222.65,0
4694,female,0,no,no,2,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,bank_transfer_(automatic),18.75,53.15,0
4695,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month_to_month,no,electronic_check,69.95,69.95,1
4696,male,0,no,no,16,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,mailed_check,80.55,1248.9,0
4697,male,0,yes,no,11,yes,yes,fiber_optic,no,yes,no,no,no,no,month_to_month,yes,bank_transfer_(automatic),80.5,896.9,1
4698,male,0,no,yes,71,yes,yes,fiber_optic,yes,yes,no,no,no,no,one_year,yes,credit_card_(automatic),85.45,6028.95,0
4699,male,0,no,no,2,yes,no,fiber_optic,no,no,no,no,no,yes,month_to_month,yes,electronic_check,80.2,181.1,1
4700,male,0,no,yes,10,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),19.95,219.5,0
4701,male,0,no,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,yes,mailed_check,19.3,19.3,0
4702,female,0,yes,no,54,yes,yes,dsl,no,no,no,no,yes,yes,one_year,yes,credit_card_(automatic),70.15,3715.65,1
4703,female,0,no,no,21,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,no,credit_card_(automatic),71.05,1524.85,0
4704,female,0,no,no,3,yes,no,dsl,no,no,no,no,yes,no,month_to_month,yes,electronic_check,54.2,140.4,0
4705,female,0,yes,yes,68,yes,yes,fiber_optic,no,yes,yes,no,no,no,two_year,yes,credit_card_(automatic),84.4,5746.75,0
4706,male,0,yes,yes,63,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.25,1573.05,0
4707,male,0,no,no,25,yes,no,fiber_optic,no,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),99.3,2513.5,0
4708,male,0,no,no,4,yes,no,dsl,no,yes,no,yes,yes,no,month_to_month,yes,bank_transfer_(automatic),63.75,226.2,0
4709,female,0,no,no,35,yes,no,fiber_optic,no,no,yes,yes,yes,yes,one_year,yes,electronic_check,99.25,3532.0,0
4710,female,0,yes,yes,70,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),115.15,8250.0,0
4711,female,0,no,no,29,no,no_phone_service,dsl,no,yes,no,no,no,no,month_to_month,yes,electronic_check,30.6,856.35,1
4712,female,0,yes,yes,15,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month_to_month,no,mailed_check,19.8,272.95,0
4713,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,electronic_check,90.35,6325.25,0
4714,female,0,yes,yes,33,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),24.15,800.3,0
4715,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month_to_month,yes,electronic_check,44.15,92.65,1
4716,female,0,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month_to_month,no,mailed_check,49.9,49.9,0
4717,male,0,yes,no,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),23.55,1723.95,0
4718,male,0,yes,yes,38,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month_to_month,yes,electronic_check,94.65,3624.3,1
4719,female,0,yes,yes,11,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,20.6,233.9,0
4720,male,0,no,no,27,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.35,531.6,0
4721,female,0,no,no,41,yes,yes,dsl,no,no,yes,yes,no,yes,one_year,yes,electronic_check,68.6,2877.05,0
4722,male,0,no,yes,40,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,bank_transfer_(automatic),20.4,854.9,0
4723,female,0,yes,yes,6,yes,no,dsl,yes,yes,no,no,no,no,month_to_month,no,credit_card_(automatic),55.9,365.35,1
4724,female,0,yes,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.65,1710.15,0
4725,female,0,no,no,65,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),26.5,1698.55,0
4726,female,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,yes,no,one_year,yes,bank_transfer_(automatic),70.75,4263.45,0
4727,male,0,yes,no,9,yes,no,dsl,no,no,yes,no,yes,yes,month_to_month,yes,mailed_check,70.05,564.4,0
4728,male,0,no,no,54,no,no_phone_service,dsl,yes,no,no,yes,yes,no,two_year,no,credit_card_(automatic),45.2,2460.55,0
4729,female,0,yes,yes,10,yes,no,dsl,no,no,yes,yes,no,no,month_to_month,no,credit_card_(automatic),55.2,528.35,1
4730,male,0,no,no,59,yes,no,dsl,no,no,yes,no,no,yes,one_year,yes,bank_transfer_(automatic),61.35,3645.5,0
4731,male,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month_to_month,yes,mailed_check,53.75,648.65,0
4732,male,0,no,no,3,yes,no,dsl,yes,no,yes,no,yes,yes,month_to_month,yes,electronic_check,77.4,206.15,0
4733,male,0,no,no,61,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,no,electronic_check,104.0,6363.45,0
4734,female,0,no,yes,21,yes,no,dsl,yes,no,yes,no,no,yes,one_year,no,mailed_check,64.85,1336.8,0
4735,male,0,yes,yes,26,yes,yes,fiber_optic,no,no,no,no,yes,no,month_to_month,yes,electronic_check,83.75,2070.6,1
